Câu hỏi,Đáp án chuẩn,AI Trả lời,Điểm EM (0-1),Điểm SIM (0-1),Điểm LLM (0-1),ĐIỂM TỔNG HỢP (Final Score)
Tôi và vợ/chồng đã mua một căn nhà chung. Nếu chúng ta không đồng ý về việc bán nhà này thì chúng tôi có thể giải quyết tranh chấp như thế nào theo quy định của pháp luật?,"Theo Điều 35, việc chiếm hữu, sử dụng, định đoạt tài sản chung do vợ chồng thỏa thuận. Tuy nhiên, nếu việc định đoạt tài sản chung cần sự thỏa thuận bằng văn bản của cả hai vợ chồng thì phải thực hiện trong những trường hợp sau: bất động sản, động sản mà theo quy định của pháp luật phải đăng ký quyền sở hữu, hoặc tài sản đang là nguồn tạo ra thu nhập chủ yếu của gia đình. Trong trường hợp tranh chấp về tài sản đó, bạn có thể giải quyết theo quy định tại khoản 3 Điều 33 của Luật Hôn nhân và Gia đình. Cụ thể, Điều 36 quy định về tài sản chung được đưa vào kinh doanh khi vợ chồng có thỏa thuận về việc một bên đưa tài sản chung vào kinh doanh. Nếu có tranh chấp về tài sản chung, các bên cần tìm đến cơ quan có thẩm quyền để giải quyết theo quy định của pháp luật.",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.018,0.756,0.5,0.458
Tôi và chồng đã cùng nhau kinh doanh một số tài sản chung. Sau này tôi muốn tự mình quyết định bán một phần tài sản đó mà không cần chồng đồng ý. Việc này có được chấp nhận theo quy định của pháp luật không?,nan,Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.0,0.802,0.5,0.471
"Tôi và chồng đang có tài sản chung, nhưng chúng tôi không đồng ý về việc chia tài sản đó. Tôi nên làm gì để giải quyết vấn đề này?","Trong trường hợp bạn và chồng không đồng ý về việc chia tài sản chung, bạn có quyền yêu cầu Tòa án giải quyết theo Điều 38 của Luật Hôn nhân và Gia đình. Cụ thể, nếu các bạn không thỏa thuận được, bạn có quyền yêu cầu Tòa án giải quyết việc chia tài sản chung theo quy định tại Điều 59 của Luật này. Việc thỏa thuận chia tài sản chung cần phải lập thành văn bản, được công chứng để đảm bảo tính pháp lý. Thời điểm có hiệu lực của việc chia tài sản chung sẽ được xác định trong văn bản thỏa thuận của các bạn, hoặc nếu không có thì Tòa án sẽ xác định khi giải quyết vụ việc.",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.023,0.768,0.5,0.464
"Tôi và chồng đang có tài sản chung. Chúng tôi muốn chia tài sản đó nhưng chưa thống nhất được cách thức. Chồng tôi muốn tôi ký một giấy tờ nào đó để chứng minh sự đồng ý, còn tôi lo sợ giấy tờ đó có thể ảnh hưởng đến quyền lợi của mình. Vậy tôi nên làm gì?","Trong trường hợp này, việc bạn và chồng thống nhất chia tài sản chung thông qua một văn bản (ví dụ: biên bản thỏa thuận) là hoàn toàn có thể. Văn bản này cần ghi rõ nội dung thỏa thuận về việc chia tài sản, thời điểm có hiệu lực của thỏa thuận (nếu không được quy định rõ, thời điểm có hiệu lực sẽ là ngày lập văn bản), và các điều khoản khác liên quan. Điều 40 khoản 1 quy định rõ: ‘Trong trường hợp chia tài sản chung của vợ chồng thì phần tài sản được chia, hoa lợi, lợi tức phát sinh từ tài sản riêng’ – tuy nhiên, việc thỏa thuận và lập văn bản rõ ràng sẽ bảo vệ quyền lợi của bạn tốt hơn. Để tránh những rắc rối pháp lý, bạn nên tìm đến luật sư để được tư vấn chi tiết và soạn thảo văn bản thỏa thuận một cách chính xác, đảm bảo quyền lợi của mình theo pháp luật.",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.049,0.764,0.5,0.47
"Tôi và chồng chung một căn nhà, nhưng mỗi người đều có tài sản riêng. Khi chúng tôi ly hôn, căn nhà này sẽ thuộc về ai?","Theo Điều 41 khoản 1 Luật Hôn nhân và Gia đình, khi vợ chồng chia tài sản chung, căn nhà chung sẽ được chia theo nguyên tắc tài sản riêng của mỗi bên sau khi đã chia tài sản chung. Tuy nhiên, nếu vợ chồng có thỏa thuận khác, căn nhà vẫn có thể thuộc về một bên hoặc được chia theo thỏa thuận. Cần lưu ý rằng, việc chia tài sản chung phải tuân thủ theo quy định của pháp luật và quyền lợi của cả hai bên.",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.0,0.756,0.5,0.452
"Tôi và chồng đang có một số bất đồng về tài sản, chúng ta đã chia tài sản chung nhưng vẫn còn tranh chấp. Chúng tôi có thể giải quyết tranh chấp này bằng cách nào theo quy định của pháp luật?","Theo quy định tại Điều 33 và Điều 43 của Luật Hôn nhân và Gia đình, việc xác định tài sản chung, tài sản riêng của vợ chồng được thực hiện thông qua quy trình cụ thể. Nếu tài sản đã được chia thì mỗi bên vẫn sở hữu riêng. Tuy nhiên, nếu có bất đồng về tài sản phát sinh trước khi chia, các bên có thể thỏa thuận thay đổi. Nếu việc chia tài sản chung được thực hiện theo bản án, quyết định của Tòa án, thì bất kỳ thỏa thuận chấm dứt hiệu lực của việc chia tài sản chung nào cũng phải được Tòa án công nhận. Trong tình huống của bạn, việc tranh chấp về tài sản chung sau khi chia có thể được giải quyết thông qua thỏa thuận giữa các bên, hoặc nếu không thành công, có thể đưa vụ việc ra Tòa án để giải quyết theo quy định của pháp luật.",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.019,0.752,0.5,0.456
"Tôi đang có một mối quan hệ với một người không có năng lực hành vi dân sự, không có khả năng lao động và không có tài sản. Anh ấy không muốn thực hiện nghĩa vụ nuôi dưỡng và cấp dưỡng cho tôi. Liệu tôi có thể sử dụng điều luật này để bảo vệ quyền lợi của mình không?",nan,Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.0,0.802,0.5,0.471
"Bố mẹ tôi đã tặng tôi một căn nhà riêng. Sau này, tôi và vợ/chồng ly hôn, tôi sẽ giữ căn nhà đó về mình hay căn nhà đó sẽ thuộc về vợ/chồng?","Theo quy định tại Điều 44 khoản 1 của Luật Hôn nhân và Gia đình, vợ, chồng có quyền chiếm hữu, sử dụng, định đoạt tài sản riêng của mình. Căn nhà riêng mà bố mẹ bạn tặng bạn là tài sản riêng của bạn. Do đó, khi bạn ly hôn với vợ/chồng, căn nhà đó sẽ thuộc quyền sở hữu của bạn. Tuy nhiên, nếu căn nhà được hình thành từ tài sản riêng của cả hai vợ chồng, hoặc nếu hoa lợi, lợi tức từ căn nhà đó là nguồn sống của bạn hoặc của vợ/chồng, thì việc xác định quyền sở hữu có thể phức tạp hơn và cần xem xét thêm theo các quy định khác của Luật Hôn nhân và Gia đình. ",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.0,0.76,0.5,0.454
"Tôi và vợ chồng đã đăng ký kết hôn và chọn chế độ tài sản cộng đồng. Sau này, tôi có thêm tài sản riêng. Vợ tôi muốn tôi công nhận tài sản này là tài sản chung. Tôi có quyền từ chối không?","Theo Điều 47 Luật Hôn nhân và Gia đình, khi vợ chồng lựa chọn chế độ tài sản theo thỏa thuận, thỏa thuận này phải được lập trước khi kết hôn và xác lập kể từ ngày đăng ký kết hôn.  Tuy nhiên, việc xác định tài sản là tài sản chung hay tài sản riêng phụ thuộc vào thỏa thuận của các bên. Nếu bạn đã thỏa thuận giữ nguyên tài sản riêng và vợ bạn yêu cầu công nhận là tài sản chung thì bạn có quyền từ chối, bởi vì thỏa thuận của hai bên là nguyên tắc quan trọng nhất trong chế độ tài sản cộng đồng. Bạn có thể viện dẫn Điều 48, khoản 1, Điều 48 Luật Hôn nhân và Gia đình để chứng minh rằng thỏa thuận của bạn và vợ là cơ sở để xác định quyền và nghĩa vụ tài sản của hai người.",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.0,0.759,0.5,0.454
"Tôi và chồng đã thỏa thuận chia tài sản chung theo tỷ lệ 1:1, nhưng sau này tôi muốn chồng đóng góp thêm để mua nhà mới cho cả gia đình. Chúng tôi có thể thay đổi thỏa thuận này như thế nào?",nan,Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.0,0.802,0.5,0.471
"Tôi và chồng đã thỏa thuận chia tài sản theo tỷ lệ 60/40 nhưng lại phát hiện ra rằng thỏa thuận này vi phạm điều 31 của Luật Hôn nhân Gia đình. Trường hợp này, Tòa án sẽ ra quyết định như thế nào?","Theo Điều 50 Luật Hôn nhân Gia đình, nếu thỏa thuận về tài sản của vợ chồng vi phạm một trong các điều khoản tại Điều 29, 30, 31 và 32 của Luật này (trong trường hợp này là vi phạm Điều 31), Tòa án có quyền tuyên bố thỏa thuận đó vô hiệu. Tòa án sẽ xem xét các tình tiết cụ thể của vụ việc để đưa ra quyết định phù hợp với lợi ích của các đương sự và đảm bảo sự công bằng trong việc phân chia tài sản.  Quyết định này sẽ được đưa ra dựa trên cơ sở pháp lý là thỏa thuận vi phạm nghiêm trọng quyền được cấp dưỡng, quyền được thừa kế và quyền, lợi ích hợp pháp khác của cha, mẹ, con và thành viên khác của gia đình.",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.0,0.772,0.5,0.459
"Tôi đang lo lắng vì vợ bị bệnh tâm thần và không nhận thức được gì, lại còn bị bạo hành từ chồng. Gia đình tôi có quyền yêu cầu tòa án giải quyết ly hôn cho tôi không?","Theo quy định tại Điều 52 của Luật Hôn nhân và Gia đình, trong trường hợp vợ hoặc chồng bị bệnh tâm thần hoặc mắc bệnh khác không nhận thức, làm chủ được hành vi của mình và đồng thời là nạn nhân của bạo lực gia đình gây ảnh hưởng nghiêm trọng đến tính mạng, sức khỏe, tinh thần, cha, mẹ, người thân thích khác có quyền yêu cầu Tòa án giải quyết ly hôn.  Tuy nhiên, chồng không có quyền yêu cầu ly hôn khi vợ đang có thai, sinh con hoặc đang nuôi con dưới 12 tháng tuổi, đây là một điều kiện để bảo vệ quyền lợi của con nhỏ.",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.02,0.775,0.5,0.466
"Tôi và chồng đang muốn ly hôn, chúng tôi đều thống nhất chia tài sản và chăm sóc con cái, nhưng tôi lo lắng nếu chỉ có tôi yêu cầu ly hôn, Tòa án có thụ lý vụ việc này không?","Theo Điều 56 khoản 1 Luật Hôn nhân và Gia đình, Tòa án sẽ thụ lý đơn yêu cầu ly hôn khi vợ hoặc chồng yêu cầu ly hôn mà hòa giải tại Tòa án không thành.  Tuy nhiên, nếu trong trường hợp này, một bên (tức là bạn) yêu cầu ly hôn và hai vợ chồng cùng tự nguyện ly hôn, đã thỏa thuận về việc chia tài sản, nuôi con và các quyền lợi khác của vợ và con, thì Tòa án vẫn có thể thụ lý và giải quyết vụ ly hôn này.  Điều quan trọng là hai bên phải thực sự tự nguyện và thỏa thuận về các vấn đề liên quan đến con cái và tài sản, đảm bảo quyền lợi chính đáng của vợ và con.  Tóm lại, Tòa án sẽ thụ lý vụ việc khi có sự tự nguyện của các bên và thỏa thuận về các vấn đề quan trọng liên quan đến cuộc ly hôn.",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.0,0.749,0.5,0.45
Tôi và chồng đang sống chung nhưng tôi cảm thấy không hạnh phúc và muốn ly hôn. Chồng tôi không hề bạo lực với tôi mà chỉ thường xuyên cãi vã vì những hiểu lầm nhỏ. Liệu tôi có thể yêu cầu ly hôn dựa vào điều kiện nào theo luật định không?,"Theo quy định tại Điều 57 của Luật Hôn nhân và Gia đình, việc ly hôn được Tòa án giải quyết khi hòa giải không thành và có căn cứ xác định hôn nhân đã không còn khả năng bảo toàn và phát triển. Trong trường hợp của bạn, mặc dù chồng bạn không có hành vi bạo lực gia đình theo định nghĩa của pháp luật, nhưng nếu đời sống chung giữa hai người đã không thể kéo dài do những hiểu lầm và cãi vã, mục đích của hôn nhân đã không đạt được, bạn vẫn có quyền yêu cầu ly hôn. Cụ thể, khoản 1 của Điều 57 quy định về trường hợp này.  Tuy nhiên, cần lưu ý rằng Tòa án sẽ xem xét kỹ lưỡng các yếu tố và chứng cứ để xác định tính xác thực của yêu cầu ly hôn của bạn.",Lỗi hệ thống sinh văn bản: memory layout cannot be allocated (status code: 500),0.0,0.773,0.5,0.459
